,YEAR,COUNTY,EVENT_TYPE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM
39844,2017,Shasta,Flood,0,0,0
39845,2017,Siskiyou,Flood,0,0,0
39847,2017,Ventura,Flood,0,0,0
39848,2017,Ventura,Flood,0,0,0
39849,2017,Shasta,Flood,0,0,0
39850,2017,Ventura,Debris Flow,0,0,0
39852,2017,Yuba,Flash Flood,0,0,0
39853,2017,Los Angeles,Flood,0,0,0
39856,2017,Yuba,Debris Flow,0,0,0
39857,2017,San Benito,High Wind,0,0,0
39859,2017,Modoc,Flash Flood,0,0,0
39860,2017,Tuolumne,Flood,0,0,0
39861,2017,Ventura,Flood,0,0,0
39862,2017,Ventura,Debris Flow,0,0,0
39863,2017,Modoc,Debris Flow,0,0,0
39865,2017,Los Angeles,Debris Flow,0,0,0
39866,2017,Ventura,Flash Flood,0,0,0
39867,2017,Humboldt,Flood,0,0,0
39869,2017,Trinity,Flood,0,0,0
39870,2017,Sierra,Flash Flood,0,0,3500000
39875,2017,Sierra,Flash Flood,0,0,10000
39878,2017,Sierra,Flash Flood,1,2,30000
39879,2017,Sierra,Flood,0,0,15000
39880,2017,Los Angeles,Thunderstorm Wind,0,0,25000
39881,2017,Mendocino,Flash Flood,0,0,0
39882,2017,San Luis Obispo,Flash Flood,0,0,0
39883,2017,Mendocino,Flash Flood,0,0,0
39884,2017,Los Angeles,Flash Flood,0,0,50000
39885,2017,Los Angeles,Winter Storm,0,0,0
39886,2017,Ventura,Winter Storm,0,0,0
39887,2017,San Diego,Heavy Rain,0,0,0
39888,2017,Mono,Heavy Snow,0,0,0
39889,2017,Del Norte,High Wind,0,0,0
39890,2017,Del Norte,High Wind,0,0,0
39891,2017,Riverside,Flood,0,0,0
39892,2017,Humboldt,High Wind,0,0,0
39893,2017,Yuba,Flood,0,0,0
39895,2017,Yuba,Flood,0,0,0
39896,2017,Placer,Heavy Snow,0,0,0
39897,2017,Modoc,High Wind,0,0,0
39898,2017,Humboldt,High Wind,0,0,0
39899,2017,Sierra,Heavy Snow,0,0,0
39900,2017,Humboldt,High Wind,0,0,0
39902,2017,Siskiyou,Heavy Snow,0,0,0
39903,2017,Trinity,Funnel Cloud,0,0,0
39904,2017,Del Norte,Funnel Cloud,0,0,0
39906,2017,San Diego,Heavy Rain,0,0,0
39907,2017,Santa Barbara,Flood,0,0,0
39908,2017,Tuolumne,Flash Flood,0,0,1000
39909,2017,San Diego,Dense Fog,0,0,0
39910,2017,Orange,Dense Fog,0,0,0
39911,2017,Modoc,High Wind,0,0,0
39912,2017,Siskiyou,High Wind,0,0,0
39913,2017,Tehama,Heavy Rain,0,0,600000
39914,2017,Tehama,Heavy Rain,0,0,6000000
39915,2017,Ventura,Heavy Rain,0,0,1200000
39916,2017,San Diego,Dense Fog,0,0,0
39917,2017,Ventura,Heavy Rain,0,0,6000000
39918,2017,Orange,Dense Fog,0,0,0
39919,2017,San Diego,Dense Fog,0,0,0
39920,2017,Orange,Dense Fog,0,0,0
39922,2017,Ventura,High Wind,0,0,0
39923,2017,Los Angeles,High Wind,0,0,0
39924,2017,San Luis Obispo,Flash Flood,0,0,0
39925,2017,Ventura,Heavy Rain,0,0,1250000
39927,2017,San Diego,Dense Fog,0,0,120000
39928,2017,San Diego,Dense Fog,0,0,0
39930,2017,Modoc,Frost/Freeze,0,0,0
39931,2017,Siskiyou,Frost/Freeze,0,0,0
39933,2017,San Diego,Debris Flow,0,0,0
39935,2017,Yuba,Winter Weather,1,0,0
39936,2017,Orange,Dense Fog,0,0,0
39938,2017,Siskiyou,Frost/Freeze,0,0,0
39939,2017,Siskiyou,Frost/Freeze,0,0,0
39940,2017,Modoc,Frost/Freeze,0,0,0
39941,2017,Siskiyou,Frost/Freeze,0,0,0
39942,2017,Solano,Wildfire,0,0,2000000
39943,2017,San Diego,Wildfire,0,0,1000000
39944,2017,San Diego,Dense Fog,0,0,50000
39945,2017,Modoc,Frost/Freeze,0,0,0
39947,2017,Tuolumne,Debris Flow,0,0,0
39948,2017,Yuba,Flood,0,0,0
39949,2017,Yuba,Flood,0,0,0
39951,2017,Yuba,Flood,0,0,0
39952,2017,Shasta,Debris Flow,0,0,0
39953,2017,Modoc,Flood,0,0,0
39954,2017,Modoc,Flood,0,0,0
39956,2017,Ventura,Debris Flow,0,0,0
39959,2017,Modoc,Debris Flow,0,0,0
39960,2017,Modoc,Debris Flow,0,0,0
39961,2017,Ventura,Flood,0,0,0
39964,2017,Modoc,Debris Flow,0,0,0
39965,2017,Modoc,Flood,0,0,0
39967,2017,San Diego,Dense Fog,0,0,0
39968,2017,Los Angeles,Debris Flow,0,0,0
39971,2017,San Diego,Flash Flood,0,0,0
39972,2017,Santa Barbara,Flood,0,0,0
39973,2017,Yuba,Flood,0,0,0
39975,2017,San Diego,Flood,0,0,0
39977,2017,San Diego,Flood,0,0,0
39978,2017,Yuba,Flood,0,0,0
39981,2017,Mendocino,Debris Flow,0,0,0
39982,2017,Orange,Dense Fog,0,0,0
39984,2017,Ventura,Debris Flow,0,0,0
39985,2017,San Diego,Flood,0,0,0
39991,2017,Sierra,Flash Flood,0,0,20000
39992,2017,Riverside,Thunderstorm Wind,0,0,5000
39993,2017,Mono,Thunderstorm Wind,0,0,0
39994,2017,Sierra,Flash Flood,0,0,2000
39995,2017,Mono,Lightning,0,0,5000
39998,2017,Sierra,Flash Flood,0,0,1000
40001,2017,Mono,Flash Flood,0,0,0
40002,2017,Riverside,Thunderstorm Wind,0,0,15000
40003,2017,Riverside,Flash Flood,0,0,400000
40004,2017,Riverside,Flash Flood,0,0,100000
40005,2017,Riverside,Flash Flood,0,0,75000
40006,2017,Riverside,Flash Flood,0,0,1000000
40007,2017,Sierra,Flash Flood,0,0,65000
40008,2017,Yolo,Hail,0,0,0
40011,2017,Sierra,Flash Flood,0,0,2000
40012,2017,Riverside,Thunderstorm Wind,0,0,10000
40013,2017,Riverside,Lightning,0,0,10000
40014,2017,Mono,Flash Flood,0,0,5000
40015,2017,Mono,Flash Flood,0,0,15000
40016,2017,Yolo,Hail,0,0,0
40023,2017,Riverside,Flash Flood,0,0,5000
40024,2017,Riverside,Flash Flood,0,0,25000
40027,2017,Monterey,Strong Wind,0,0,0
40028,2017,Santa Clara,Strong Wind,0,0,0
40029,2017,Siskiyou,Hail,0,0,0
40030,2017,Siskiyou,Lightning,0,0,0
40031,2017,Tuolumne,Thunderstorm Wind,0,0,10000
40032,2017,Monterey,Wildfire,0,0,0
40033,2017,Tuolumne,Thunderstorm Wind,0,0,30000
40034,2017,Tuolumne,Thunderstorm Wind,0,0,0
40035,2017,Tuolumne,Thunderstorm Wind,0,0,10000
40037,2017,Santa Cruz,Wildfire,0,0,0
40042,2017,Mendocino,Debris Flow,0,0,0
40045,2017,Tuolumne,Thunderstorm Wind,0,0,10000
40046,2017,Tuolumne,Thunderstorm Wind,0,0,10000
40047,2017,Santa Cruz,Wildfire,0,0,0
40048,2017,Tuolumne,Thunderstorm Wind,0,0,50000
40049,2017,Santa Clara,Strong Wind,0,0,0
40050,2017,Santa Cruz,Strong Wind,0,0,0
40051,2017,Santa Clara,Strong Wind,0,0,0
40052,2017,Siskiyou,Lightning,0,0,0
40053,2017,Los Angeles,Hail,0,0,0
40054,2017,Trinity,Hail,0,0,0
40059,2017,Trinity,Thunderstorm Wind,0,0,10000
40064,2017,Siskiyou,Lightning,0,0,0
40066,2017,Siskiyou,Debris Flow,0,0,0
40067,2017,Modoc,Flood,0,0,0
40068,2017,Ventura,Flood,0,0,0
40069,2017,Modoc,Flood,0,0,0
40070,2017,Santa Clara,High Wind,0,0,0
40072,2017,San Bernardino,Flash Flood,0,0,0
40073,2017,Santa Cruz,High Wind,0,0,0
40074,2017,Santa Cruz,High Wind,0,0,0
40076,2017,Sonoma,High Wind,0,0,0
40077,2017,San Diego,Debris Flow,0,0,0
40078,2017,Siskiyou,Flood,0,0,0
40079,2017,Santa Cruz,High Wind,0,0,0
40081,2017,Mendocino,High Wind,0,0,0
40082,2017,Del Norte,High Wind,0,0,0
40084,2017,San Bernardino,Debris Flow,0,0,0
40086,2017,Los Angeles,Debris Flow,0,0,0
40088,2017,Los Angeles,Debris Flow,0,0,0
40089,2017,Santa Cruz,High Wind,0,0,0
40090,2017,Los Angeles,Flash Flood,0,0,0
40091,2017,Los Angeles,Flash Flood,0,0,0
40092,2017,Santa Barbara,Flood,0,0,0
40093,2017,Yolo,Heavy Rain,0,0,0
40095,2017,Santa Cruz,High Wind,0,0,0
40096,2017,Santa Cruz,High Wind,0,0,0
40097,2017,Santa Cruz,High Wind,0,0,0
40098,2017,Tehama,Flood,0,0,2000000
40100,2017,Santa Cruz,Strong Wind,0,0,0
40101,2017,Contra Costa,Strong Wind,0,0,0
40102,2017,Santa Clara,High Wind,0,0,0
40103,2017,Santa Cruz,High Wind,0,0,0
40104,2017,Santa Clara,High Wind,0,0,0
40105,2017,Santa Cruz,High Wind,0,0,0
40107,2017,Humboldt,High Wind,0,0,0
40108,2017,Shasta,Flood,0,0,0
40109,2017,Modoc,Debris Flow,0,0,0
40111,2017,Yolo,Heavy Rain,0,0,0
40112,2017,Yolo,Heavy Rain,0,0,0
40113,2017,Tuolumne,Flood,0,0,0
40114,2017,Tuolumne,Flood,0,0,0
40115,2017,Tuolumne,Flood,0,0,0
40116,2017,Tuolumne,Flood,0,0,0
40117,2017,Humboldt,High Wind,0,0,0
40118,2017,Tuolumne,Heavy Rain,0,0,0
40119,2017,Tuolumne,Flood,0,0,0
40120,2017,San Diego,Flood,0,0,0
40121,2017,San Diego,Flood,0,0,2000
40122,2017,San Diego,Flood,0,0,0
40123,2017,Tuolumne,Flood,0,0,0
40124,2017,San Diego,Flood,0,0,20000
40125,2017,Tuolumne,Flood,0,0,0
40126,2017,Santa Barbara,Flood,0,0,0
40127,2017,Del Norte,High Wind,0,0,0
40131,2017,Los Angeles,Debris Flow,0,0,0
40132,2017,Ventura,Flood,0,0,0
40133,2017,Santa Cruz,High Wind,0,0,0
40135,2017,Inyo,High Wind,0,0,0
40137,2017,San Diego,Debris Flow,0,0,0
40143,2017,Yuba,Flood,0,0,0
40144,2017,Yuba,Heavy Rain,0,0,0
40145,2017,Yolo,Heavy Rain,0,0,0
40146,2017,Yuba,Heavy Rain,0,0,0
40148,2017,Humboldt,Winter Storm,0,0,0
40149,2017,Modoc,Flash Flood,0,0,0
40150,2017,Santa Cruz,High Wind,0,0,0
40152,2017,San Diego,Heavy Rain,0,0,0
40153,2017,Mono,High Wind,0,0,0
40154,2017,Yolo,Heavy Rain,0,0,0
40155,2017,Yolo,Heavy Rain,0,0,0
40156,2017,Yolo,Heavy Rain,0,0,0
40157,2017,Humboldt,Heavy Rain,0,0,4000000
40158,2017,Placer,Heavy Snow,0,0,0
40159,2017,Modoc,High Wind,0,0,0
40162,2017,Tehama,Heavy Rain,0,0,200000
40163,2017,Del Norte,High Wind,0,0,0
40164,2017,Humboldt,High Wind,0,0,0
40165,2017,Ventura,Heavy Rain,0,0,1700000
40167,2017,San Bernardino,Dense Fog,0,0,0
40168,2017,Orange,Dense Fog,0,0,0
40169,2017,San Diego,Heavy Rain,0,0,0
40171,2017,Los Angeles,Debris Flow,0,0,0
40174,2017,Inyo,High Wind,0,0,10000
40175,2017,Modoc,Debris Flow,0,0,0
40176,2017,Los Angeles,Debris Flow,0,0,0
40177,2017,Los Angeles,Debris Flow,0,0,0
40178,2017,Sierra,High Wind,0,0,0
40180,2017,San Bernardino,Flash Flood,0,0,0
40181,2017,Mono,Heavy Snow,0,0,0
40183,2017,Santa Clara,High Wind,0,0,0
40184,2017,Santa Barbara,Flood,0,0,500000
40186,2017,Modoc,High Wind,0,0,0
40188,2017,San Diego,Dense Fog,0,0,0
40189,2017,San Diego,Dense Fog,0,0,0
40190,2017,Orange,Dense Fog,0,0,0
40191,2017,Los Angeles,Debris Flow,0,0,0
40192,2017,San Diego,Flash Flood,0,0,0
40193,2017,San Diego,Flood,0,0,0
40194,2017,San Diego,Debris Flow,0,0,5000
40196,2017,Tuolumne,Flood,0,0,100000
40197,2017,Los Angeles,Flash Flood,0,0,0
40198,2017,Ventura,Flash Flood,0,0,0
40199,2017,San Diego,Debris Flow,0,0,5000
40200,2017,San Diego,Flood,0,0,0
40201,2017,Modoc,Flash Flood,0,0,0
40202,2017,Modoc,Flash Flood,0,0,0
40203,2017,Los Angeles,Flood,0,0,0
40204,2017,Los Angeles,Debris Flow,0,0,0
40206,2017,Contra Costa,High Wind,0,0,0
40207,2017,Santa Barbara,Debris Flow,0,0,0
40208,2017,Trinity,Debris Flow,0,0,0
40210,2017,Modoc,Debris Flow,0,0,0
40211,2017,Humboldt,High Wind,0,0,0
40214,2017,Tehama,Heavy Rain,0,0,0
40216,2017,Yuba,Flood,0,0,0
40217,2017,San Diego,Flood,0,0,3560000
40218,2017,Trinity,Flood,0,0,0
40220,2017,Yolo,Flood,0,0,1000000
40221,2017,Yolo,Flood,0,0,250000
40222,2017,Yuba,Flood,0,0,0
40223,2017,Santa Barbara,Flood,0,0,0
40226,2017,Los Angeles,Debris Flow,0,0,0
40228,2017,Los Angeles,Flood,0,0,0
40229,2017,Humboldt,Winter Storm,0,0,0
40230,2017,Humboldt,Winter Storm,0,0,0
40231,2017,Humboldt,Winter Storm,0,0,0
40232,2017,Trinity,Heavy Rain,0,0,0
40240,2017,San Diego,Heavy Rain,0,0,0
40243,2017,Trinity,Heavy Snow,0,0,0
40244,2017,Tehama,Heavy Rain,0,0,0
40245,2017,Yuba,Heavy Rain,0,0,0
40247,2017,Tehama,Heavy Rain,0,0,0
40250,2017,San Diego,Heavy Rain,0,0,0
40257,2017,Los Angeles,Debris Flow,0,0,0
40258,2017,Los Angeles,Debris Flow,0,0,0
40260,2017,San Diego,Flood,0,0,0
40262,2017,San Diego,Heavy Rain,0,0,0
40268,2017,Modoc,Flash Flood,0,0,5000
40269,2017,San Diego,Heavy Rain,0,0,0
40270,2017,Ventura,Heavy Rain,0,0,2000000
40271,2017,Ventura,Heavy Rain,0,0,2500000
40273,2017,Trinity,Flash Flood,0,0,0
40274,2017,Trinity,Flood,0,0,0
40276,2017,Tuolumne,Flood,0,0,0
40278,2017,Tehama,Flood,0,0,0
40279,2017,Yuba,Flood,0,0,0
40280,2017,San Diego,Flood,0,0,10000
40281,2017,Trinity,Flood,0,0,0
40282,2017,Tuolumne,Flood,0,0,0
40283,2017,Tuolumne,Flood,0,0,0
40284,2017,Santa Barbara,Flood,0,0,0
40286,2017,Trinity,Flash Flood,0,0,0
40287,2017,Trinity,Flash Flood,0,0,159700
40288,2017,Trinity,Debris Flow,0,0,0
40289,2017,Ventura,Heavy Rain,0,0,1300000
40290,2017,Trinity,Flood,0,0,0
40291,2017,Yuba,Flood,0,0,0
40293,2017,Siskiyou,Heavy Snow,0,0,0
40294,2017,Tehama,Winter Weather,0,0,0
40295,2017,Tehama,Winter Weather,0,0,0
40296,2017,Sierra,Winter Weather,0,0,0
40297,2017,Inyo,Ice Storm,0,0,50000
40298,2017,Humboldt,High Wind,0,0,0
40299,2017,Tehama,Heavy Rain,0,0,0
40300,2017,Contra Costa,High Wind,1,0,0
40301,2017,Del Norte,High Wind,0,0,0
40302,2017,Humboldt,High Wind,0,0,0
40303,2017,Inyo,Ice Storm,0,0,5000
40304,2017,Yuba,Flood,0,0,15000
40309,2017,Modoc,Flood,0,0,0
40311,2017,Ventura,Debris Flow,0,0,5000
40312,2017,Tuolumne,Drought,0,0,0
40316,2017,Shasta,Heavy Snow,0,0,0
40317,2017,Yuba,Heavy Snow,0,0,0
40318,2017,Shasta,Heavy Snow,0,0,0
40320,2017,Yuba,Heavy Snow,0,0,0
40321,2017,Shasta,Heavy Snow,0,0,0
40322,2017,Shasta,Heavy Snow,0,0,0
40323,2017,Yuba,Heavy Snow,0,0,0
40324,2017,Sierra,Flash Flood,0,0,1000
40325,2017,Humboldt,Heavy Snow,0,0,0
40326,2017,Trinity,Heavy Snow,0,0,0
40327,2017,Trinity,Heavy Snow,0,0,0
40328,2017,Yuba,Heavy Snow,0,0,0
40329,2017,Humboldt,Heavy Snow,0,0,0
40333,2017,Inyo,Dust Storm,0,0,0
40334,2017,San Bernardino,High Wind,0,0,0
40335,2017,San Diego,High Wind,0,0,25000
40336,2017,San Bernardino,Dust Storm,0,0,0
40337,2017,Riverside,High Wind,0,0,0
40338,2017,Riverside,High Wind,0,1,5000
40340,2017,Riverside,High Wind,0,0,0
40341,2017,Riverside,High Wind,0,0,2000
40342,2017,Los Angeles,High Wind,0,0,0
40343,2017,Ventura,High Wind,0,0,0
40348,2017,Riverside,High Wind,0,0,2000
40349,2017,Del Norte,Heavy Snow,0,0,0
40350,2017,Mendocino,Heavy Snow,0,0,0
40351,2017,Sierra,Heavy Snow,0,0,0
40352,2017,Siskiyou,Winter Storm,0,0,0
40353,2017,Santa Clara,High Wind,0,0,0
40354,2017,Mono,Heavy Snow,0,0,0
40355,2017,Siskiyou,Winter Storm,0,0,0
40356,2017,Inyo,Heavy Snow,0,0,0
40359,2017,Modoc,Winter Storm,0,0,0
40360,2017,Siskiyou,Winter Storm,0,0,0
40361,2017,Modoc,Flood,0,0,0
40362,2017,San Bernardino,Flood,0,0,0
40364,2017,Los Angeles,Debris Flow,0,0,0
40367,2017,Ventura,Flash Flood,0,0,0
40368,2017,Yolo,Flood,0,0,0
40369,2017,Siskiyou,Winter Storm,0,0,0
40370,2017,Siskiyou,Winter Storm,0,0,0
40371,2017,Santa Cruz,High Wind,0,0,0
40372,2017,Inyo,High Wind,0,0,0
40373,2017,Placer,Heavy Snow,0,0,0
40374,2017,Modoc,Heavy Snow,0,0,0
40375,2017,Inyo,High Wind,0,0,30000
40378,2017,San Bernardino,Debris Flow,0,0,0
40379,2017,Los Angeles,Debris Flow,0,0,0
40380,2017,Yolo,Heavy Rain,0,0,0
40381,2017,Yolo,Heavy Rain,0,0,0
40382,2017,Santa Cruz,Strong Wind,0,0,1000
40383,2017,Tehama,Heavy Rain,0,0,0
40384,2017,Santa Clara,Strong Wind,0,0,1000
40385,2017,Santa Clara,High Wind,0,0,0
40386,2017,Santa Cruz,High Wind,0,0,0
40387,2017,Santa Cruz,High Wind,0,0,0
40388,2017,Santa Cruz,High Wind,0,0,0
40389,2017,San Diego,Flood,0,0,0
40391,2017,Riverside,Debris Flow,0,0,6000
40406,2017,Tehama,Heavy Rain,0,0,0
40407,2017,Yolo,Strong Wind,0,0,10000
40408,2017,Yolo,Strong Wind,0,0,50000
40411,2017,Riverside,Heavy Rain,0,0,0
40412,2017,Yolo,Heavy Rain,0,0,0
40415,2017,Sierra,Heavy Snow,0,0,0
40416,2017,Riverside,Heavy Rain,0,0,0
40417,2017,Placer,Heavy Snow,1,0,0
40418,2017,Mono,Heavy Snow,0,0,0
40419,2017,Yuba,Heavy Snow,0,0,0
40420,2017,Yolo,Heavy Rain,0,0,0
40421,2017,Yolo,Debris Flow,0,0,20000
40422,2017,Inyo,High Wind,0,0,40000
40425,2017,Riverside,Flood,0,0,5000000
40427,2017,Yuba,Strong Wind,0,0,20000
40428,2017,Placer,Blizzard,0,0,0
40429,2017,San Diego,Debris Flow,0,0,480000
40430,2017,Placer,Avalanche,0,0,0
40431,2017,Modoc,High Wind,0,0,0
40432,2017,Yolo,Debris Flow,0,0,20000
40434,2017,San Diego,Debris Flow,0,0,1120000
40435,2017,Modoc,Debris Flow,0,0,0
40436,2017,Ventura,Flood,0,0,0
40437,2017,Siskiyou,Debris Flow,0,0,0
40438,2017,Los Angeles,Debris Flow,0,0,0
40439,2017,Siskiyou,Flood,0,0,0
40440,2017,Los Angeles,Flash Flood,0,0,0
40441,2017,Yuba,Tornado,0,0,25000
40442,2017,Tuolumne,Flood,0,0,0
40446,2017,Santa Barbara,Flood,0,0,0
40447,2017,San Diego,Flood,0,0,0
40448,2017,Tehama,Debris Flow,0,0,0
40450,2017,Shasta,Flood,0,0,0
40451,2017,Ventura,Flash Flood,0,0,0
40452,2017,Shasta,Heavy Rain,0,0,0
40453,2017,Modoc,Flash Flood,0,0,0
40455,2017,Riverside,Debris Flow,0,0,0
40456,2017,Yuba,Winter Weather,0,0,0
40457,2017,Mono,Blizzard,0,0,0
40460,2017,Inyo,Heavy Snow,0,0,0
40461,2017,Siskiyou,Flood,0,0,0
40462,2017,San Bernardino,Flash Flood,0,0,0
40464,2017,Tuolumne,Flood,0,0,0
40465,2017,San Bernardino,Flood,0,0,0
40466,2017,Yolo,Debris Flow,0,0,0
40467,2017,Yuba,Flood,0,0,0
40468,2017,Los Angeles,Flash Flood,0,0,0
40470,2017,Ventura,Heavy Rain,0,0,400000
40471,2017,Riverside,High Wind,0,0,0
40472,2017,Ventura,Heavy Rain,0,0,3000000
40475,2017,Yuba,High Wind,0,0,480000
40476,2017,Riverside,Heavy Rain,0,0,0
40478,2017,Ventura,Debris Flow,0,0,0
40479,2017,Modoc,Heavy Rain,0,0,0
40480,2017,Mendocino,Debris Flow,0,0,365000
40481,2017,Yuba,High Wind,0,0,0
40482,2017,Santa Barbara,Flood,0,0,0
40483,2017,Tehama,Flood,0,0,40000
40484,2017,Tehama,Flood,0,0,0
40485,2017,Yolo,Strong Wind,0,0,35000
40486,2017,San Diego,Debris Flow,0,0,480000
40487,2017,Santa Barbara,Flood,0,0,0
40488,2017,Tuolumne,Flood,0,0,0
40489,2017,San Bernardino,High Wind,0,0,0
40490,2017,Modoc,Flash Flood,0,0,0
40492,2017,San Bernardino,Flood,0,0,0
40494,2017,Tuolumne,Flash Flood,0,0,0
40495,2017,Ventura,Flood,0,0,0
40497,2017,Humboldt,High Wind,0,0,0
40498,2017,San Diego,Heavy Rain,0,0,0
40499,2017,Yolo,Heavy Rain,0,0,0
40501,2017,Mendocino,Strong Wind,0,0,17000
40502,2017,Yolo,Heavy Rain,0,0,0
40504,2017,Los Angeles,Flood,0,0,0
40505,2017,Los Angeles,Flood,0,0,0
40507,2017,San Bernardino,Flood,0,0,0
40511,2017,Tuolumne,Flood,0,0,0
40512,2017,Ventura,Flash Flood,0,0,0
40513,2017,Santa Barbara,Flood,0,0,0
40514,2017,Tuolumne,Flood,0,0,0
40515,2017,Mono,Heavy Rain,0,0,0
40517,2017,Los Angeles,Debris Flow,0,0,0
40518,2017,Tehama,Flood,0,0,0
40521,2017,Lake,Heavy Rain,0,0,0
40523,2017,Yolo,Heavy Rain,0,0,0
40524,2017,Tehama,Strong Wind,0,0,0
40526,2017,Riverside,Tornado,0,0,0
40527,2017,Ventura,Heavy Rain,0,0,7000000
40530,2017,Tuolumne,Flood,0,0,0
40531,2017,Yuba,Heavy Snow,0,0,0
40532,2017,Yolo,Heavy Rain,0,0,0
40533,2017,Yolo,Heavy Rain,0,0,0
40534,2017,Santa Barbara,Flood,0,0,0
40535,2017,Santa Barbara,Flash Flood,0,0,0
40536,2017,Trinity,Flood,0,0,0
40537,2017,Tuolumne,Flood,0,0,0
40538,2017,Trinity,Flood,0,0,0
40539,2017,Tuolumne,Flood,0,0,0
40540,2017,Santa Barbara,Flood,0,0,0
40541,2017,Trinity,Flood,0,0,0
40543,2017,Tuolumne,Flood,0,0,0
40544,2017,San Diego,Flood,0,0,0
40545,2017,Siskiyou,Debris Flow,0,0,0
40546,2017,Trinity,Flood,0,0,0
40547,2017,Tuolumne,Flood,0,0,0
40548,2017,Los Angeles,Debris Flow,0,0,0
40549,2017,Riverside,Heavy Rain,0,0,0
40550,2017,Yuba,Heavy Snow,0,0,0
40551,2017,Ventura,Heavy Rain,0,0,550000
40552,2017,Mendocino,Debris Flow,0,0,392000
40553,2017,San Bernardino,High Wind,0,0,0
40554,2017,Riverside,High Wind,0,0,0
40556,2017,San Bernardino,High Wind,0,0,500000
40557,2017,Ventura,High Wind,0,0,0
40558,2017,Los Angeles,High Wind,0,0,0
40560,2017,San Diego,High Wind,0,0,0
40561,2017,Orange,High Wind,0,0,15000
40563,2017,Los Angeles,High Wind,0,0,0
40564,2017,Los Angeles,High Wind,0,0,0
40565,2017,Ventura,Wildfire,1,0,0
40566,2017,Ventura,Wildfire,1,0,0
40567,2017,Santa Barbara,Wildfire,1,0,0
40568,2017,Santa Barbara,Wildfire,1,0,0
40569,2017,Ventura,Wildfire,1,0,0
40571,2017,Ventura,High Wind,0,0,0
40574,2017,Los Angeles,High Wind,0,0,0
40576,2017,Santa Barbara,High Wind,0,0,0
40577,2017,Yolo,Strong Wind,0,0,100000
40578,2017,Yolo,Strong Wind,0,2,10000
40579,2017,San Diego,High Wind,0,0,0
40580,2017,San Bernardino,High Wind,0,0,0
40581,2017,San Diego,High Wind,0,0,0
40583,2017,San Bernardino,High Wind,0,0,0
40584,2017,San Diego,Wildfire,0,0,30000000
40585,2017,San Diego,Strong Wind,0,0,30000
40586,2017,San Bernardino,High Wind,0,0,2000
40587,2017,San Bernardino,High Wind,0,0,1000
40588,2017,San Diego,High Wind,0,0,30000
40589,2017,San Diego,High Wind,0,0,30000
40590,2017,Ventura,High Wind,0,0,0
40591,2017,San Diego,High Wind,0,0,0
40592,2017,Sonoma,Strong Wind,0,0,0
40594,2017,Inyo,High Wind,0,0,1000
40595,2017,Santa Clara,Strong Wind,0,0,0
40597,2017,Sonoma,Strong Wind,0,0,0
40598,2017,Santa Clara,Strong Wind,0,0,0
40600,2017,Mono,High Wind,0,0,0
40601,2017,Mono,Heavy Snow,0,0,0
40602,2017,Los Angeles,Flood,0,0,0
40603,2017,Placer,High Wind,0,0,0
40604,2017,Sierra,High Wind,0,0,0
40605,2017,Sierra,High Wind,0,0,0
40606,2017,Modoc,High Wind,0,0,0
40607,2017,Sierra,High Wind,0,0,0
40608,2017,San Diego,Dense Fog,0,0,0
40609,2017,Orange,Dense Fog,0,0,0
40610,2017,San Diego,Dense Fog,0,0,0
40611,2017,Sierra,High Wind,0,0,0
40621,2017,San Diego,High Wind,0,0,0
40622,2017,Monterey,Strong Wind,0,0,0
40623,2017,Riverside,High Wind,0,0,0
40625,2017,San Bernardino,High Wind,0,0,2000
40632,2017,Sonoma,Strong Wind,0,0,0
40633,2017,Santa Clara,Strong Wind,0,0,0
40634,2017,Santa Clara,Strong Wind,0,0,0
40638,2017,Modoc,Hail,0,0,0
40640,2017,San Bernardino,High Wind,0,0,0
40642,2017,Shasta,Debris Flow,0,0,0
40643,2017,Riverside,High Wind,0,0,0
40644,2017,San Diego,High Wind,0,0,0
40647,2017,San Diego,Dense Fog,0,0,0
40648,2017,San Diego,Dense Fog,0,0,0
40649,2017,Orange,Dense Fog,0,0,0
40650,2017,Orange,Dense Fog,0,0,0
40652,2017,San Diego,Dense Fog,0,0,0
40653,2017,Placer,Heavy Snow,0,0,0
40655,2017,Humboldt,Winter Storm,0,0,0
40656,2017,Trinity,Winter Storm,0,0,0
40657,2017,Trinity,Winter Storm,0,0,0
40658,2017,Trinity,Winter Storm,0,0,0
40659,2017,Trinity,Winter Storm,0,0,0
40660,2017,Trinity,Winter Storm,0,0,0
40661,2017,Mendocino,Winter Storm,0,0,0
40663,2017,Mendocino,Winter Storm,0,0,0
40665,2017,Sierra,Heavy Snow,0,0,0
40666,2017,Tehama,Winter Storm,0,0,0
40667,2017,Yuba,Winter Storm,0,0,0
40668,2017,Modoc,Heavy Snow,0,0,0
40671,2017,Mendocino,Winter Storm,0,0,0
40672,2017,Orange,Dense Fog,0,0,0
40673,2017,San Diego,Dense Fog,0,0,0
40674,2017,Orange,Dense Fog,0,0,0
40675,2017,Riverside,High Wind,0,0,0
40676,2017,San Diego,High Wind,0,0,0
40677,2017,Riverside,Strong Wind,0,0,10000
40678,2017,San Bernardino,High Wind,0,0,0
40679,2017,San Bernardino,Dust Storm,0,0,0
40680,2017,Inyo,High Wind,0,0,20000
