,YEAR,COUNTY,EVENT_TYPE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM
3747,2010,Monterey,Strong Wind,0,0,55000
3748,2010,Mono,Winter Storm,0,0,0
3749,2010,Inyo,Heavy Snow,0,0,0
3750,2010,Santa Clara,Landslide,0,0,0
3751,2010,Tuolumne,Flood,0,0,125000
3752,2010,Santa Barbara,Flood,0,0,75000
3753,2010,Santa Cruz,Strong Wind,0,0,15000
3754,2010,Los Angeles,Winter Storm,0,0,0
3755,2010,Ventura,Winter Storm,0,0,0
3756,2010,Sierra,Thunderstorm Wind,0,0,0
3757,2010,Sierra,Lightning,0,0,15000
3758,2010,Riverside,Landslide,0,0,40000
3759,2010,Sierra,Hail,0,0,2000
3760,2010,Sierra,Thunderstorm Wind,0,0,50000
3761,2010,Sierra,Flash Flood,0,0,5000
3762,2010,Mendocino,Hail,0,0,0
3763,2010,Riverside,Lightning,0,0,6000
3764,2010,Sierra,Flood,0,0,5000
3765,2010,Riverside,Lightning,0,0,8000
3766,2010,Sierra,Heavy Rain,0,0,0
3767,2010,Sierra,Hail,0,0,0
3769,2010,Tehama,Winter Storm,0,0,0
3770,2010,Yuba,Winter Storm,0,0,0
3772,2010,Sonoma,Strong Wind,0,0,10000
3773,2010,Sonoma,Strong Wind,0,0,75000
3774,2010,Santa Cruz,Strong Wind,0,0,15000
3775,2010,Sierra,Thunderstorm Wind,0,0,0
3779,2010,Sierra,Lightning,0,1,0
3781,2010,Sierra,Flash Flood,0,0,0
3782,2010,Sierra,Flash Flood,0,0,0
3783,2010,Mendocino,Flash Flood,0,0,0
3786,2010,San Diego,Flood,0,0,10000
3787,2010,Riverside,Funnel Cloud,0,0,0
3788,2010,Santa Barbara,Thunderstorm Wind,0,0,75000
3789,2010,San Diego,Hail,0,0,0
3790,2010,San Diego,Flood,0,0,10000
3799,2010,San Bernardino,Heavy Rain,0,0,30000
3804,2010,Inyo,Heavy Snow,0,0,0
3805,2010,Shasta,Winter Storm,0,0,0
3806,2010,Shasta,Winter Storm,0,0,0
3807,2010,Tehama,Winter Storm,0,0,0
3808,2010,Yuba,Winter Storm,0,0,0
3809,2010,Siskiyou,Heavy Snow,0,0,0
3810,2010,Sierra,Winter Storm,0,0,0
3811,2010,Siskiyou,Heavy Snow,0,0,0
3812,2010,Santa Barbara,Flood,0,0,35000
3813,2010,Santa Cruz,Strong Wind,0,0,5000
3814,2010,Santa Clara,Strong Wind,0,0,5000
3815,2010,Inyo,Heavy Snow,0,0,0
3816,2010,Santa Cruz,Strong Wind,0,0,40000
3817,2010,Santa Cruz,Strong Wind,0,0,15000
3818,2010,Santa Cruz,Landslide,0,0,4000
3819,2010,Santa Cruz,Landslide,0,0,4000
3820,2010,Siskiyou,Heavy Snow,0,0,0
3821,2010,Sierra,Flood,0,0,97000000
3822,2010,Placer,Winter Storm,0,2,400000
3823,2010,Inyo,High Wind,0,0,0
3824,2010,Siskiyou,Heavy Snow,0,0,0
3825,2010,Tehama,Winter Weather,0,0,0
3826,2010,Shasta,Winter Weather,0,0,0
3827,2010,Tehama,Winter Storm,0,0,0
3830,2010,Yuba,Winter Storm,0,0,0
3831,2010,Riverside,High Wind,0,0,0
3832,2010,Mono,Winter Storm,0,0,0
3833,2010,Siskiyou,Heavy Snow,0,0,0
3835,2010,Inyo,Heavy Snow,0,0,0
3836,2010,Inyo,Heavy Snow,0,0,0
3837,2010,Sonoma,Strong Wind,0,0,45000
3838,2010,Sonoma,Landslide,0,0,0
3839,2010,Placer,Winter Weather,0,0,0
3840,2010,Tehama,Winter Storm,0,0,0
3841,2010,Yuba,Winter Storm,0,0,0
3843,2010,Los Angeles,Flood,0,0,36000000
3844,2010,Sierra,Flood,1,0,0
3845,2010,Los Angeles,Heavy Rain,0,0,25000
3846,2010,San Luis Obispo,Flash Flood,0,0,0
3847,2010,Mono,Flash Flood,0,0,0
3848,2010,Mono,Flood,0,0,2000000
3849,2010,Sierra,Flood,0,0,5000000
3850,2010,Sierra,Heavy Rain,0,0,5000
3851,2010,Riverside,Flash Flood,1,0,0
3852,2010,Los Angeles,Flash Flood,0,0,12300000
3853,2010,Sierra,Flash Flood,0,0,20000
3855,2010,Sierra,Flash Flood,0,0,50000
3857,2010,Sonoma,Landslide,0,0,0
3858,2010,San Luis Obispo,Flash Flood,0,0,0
3860,2010,San Luis Obispo,Flash Flood,0,0,0
3861,2010,Los Angeles,Winter Storm,0,0,0
3862,2010,Ventura,Winter Storm,0,0,0
3863,2010,Siskiyou,Heavy Snow,0,0,0
3864,2010,Sierra,Flash Flood,0,0,25000
3865,2010,Riverside,Flash Flood,0,0,1500
3866,2010,Sierra,Flash Flood,0,0,0
3867,2010,Sierra,Flash Flood,0,0,5000
3868,2010,Sierra,Flash Flood,0,0,10000
3869,2010,San Bernardino,High Wind,0,0,2000
3872,2010,Trinity,Flood,0,0,1000000
3873,2010,Tuolumne,Flood,0,0,150000
3878,2010,Sierra,Flash Flood,0,0,20000
3879,2010,Sierra,Flash Flood,0,0,0
3881,2010,Sierra,Flash Flood,0,0,500000
3882,2010,Sonoma,Strong Wind,0,0,25000
3883,2010,San Bernardino,Landslide,0,0,0
3884,2010,San Bernardino,High Wind,0,0,0
3885,2010,San Bernardino,Landslide,0,0,15000000
3886,2010,San Bernardino,Heavy Rain,0,0,35000
3888,2010,Siskiyou,Heavy Snow,0,0,0
3889,2010,Los Angeles,Heavy Rain,0,0,15000
3891,2010,Mono,Winter Storm,0,0,0
3892,2010,Placer,Winter Storm,0,2,400000
3893,2010,Sierra,Winter Storm,0,0,0
3896,2010,Inyo,Heavy Snow,0,0,0
3897,2010,Shasta,Winter Storm,0,0,0
3898,2010,Shasta,Winter Storm,0,0,0
3899,2010,Inyo,High Wind,0,0,0
3900,2010,Tehama,Winter Storm,0,0,0
3901,2010,Siskiyou,Heavy Snow,0,0,0
3902,2010,Siskiyou,Heavy Snow,0,0,0
3903,2010,Siskiyou,Heavy Snow,0,0,0
3904,2010,Santa Barbara,Flood,0,0,35000
3905,2010,Santa Cruz,Strong Wind,0,0,5000
3906,2010,Santa Clara,Strong Wind,0,0,5000
3907,2010,Inyo,Heavy Snow,0,0,0
3908,2010,Santa Cruz,Strong Wind,0,0,40000
3909,2010,Yuba,Winter Storm,0,0,0
3910,2010,Santa Cruz,Strong Wind,0,0,15000
3911,2010,Yuba,Winter Storm,0,0,0
3912,2010,Placer,Winter Weather,0,0,0
3914,2010,Siskiyou,Heavy Snow,0,0,0
3915,2010,Siskiyou,Heavy Snow,0,0,0
3916,2010,Siskiyou,Heavy Snow,0,0,0
3917,2010,Tehama,Winter Weather,0,0,0
3918,2010,Shasta,Winter Weather,0,0,0
3919,2010,Tehama,Winter Storm,0,0,0
3921,2010,Tehama,Winter Storm,0,0,0
3923,2010,Riverside,High Wind,0,0,0
3924,2010,Siskiyou,Heavy Snow,0,0,0
3927,2010,Inyo,Heavy Snow,0,0,0
3928,2010,Inyo,Heavy Snow,0,0,0
3929,2010,Sonoma,Strong Wind,0,0,45000
3930,2010,Sonoma,Landslide,0,0,0
3931,2010,Yuba,Winter Storm,0,0,0
3932,2010,Santa Cruz,Landslide,0,0,4000
3933,2010,Santa Cruz,Landslide,0,0,4000
3934,2010,Sierra,Flood,0,0,97000000
3935,2010,Sierra,Flash Flood,0,0,0
3936,2010,Riverside,Flash Flood,0,0,1500
3938,2010,San Luis Obispo,Flash Flood,0,0,0
3939,2010,Mono,Flash Flood,0,0,0
3940,2010,Mono,Flood,0,0,2000000
3941,2010,Sierra,Flood,0,0,5000000
3942,2010,Sierra,Heavy Rain,0,0,5000
3943,2010,Sierra,Flash Flood,0,0,5000
3944,2010,Riverside,Flash Flood,1,0,0
3945,2010,Sierra,Flash Flood,0,0,20000
3946,2010,Sierra,Flash Flood,0,0,50000
3947,2010,Sierra,Flash Flood,0,0,25000
3949,2010,Sonoma,Landslide,0,0,0
3950,2010,San Luis Obispo,Flash Flood,0,0,0
3952,2010,San Luis Obispo,Flash Flood,0,0,0
3953,2010,Los Angeles,Flash Flood,0,0,12300000
3954,2010,San Bernardino,Heavy Rain,0,0,35000
3955,2010,San Bernardino,Landslide,0,0,15000000
3956,2010,San Bernardino,High Wind,0,0,0
3957,2010,Los Angeles,Flood,0,0,36000000
3958,2010,Sierra,Flood,1,0,0
3959,2010,Los Angeles,Heavy Rain,0,0,25000
3960,2010,Sierra,Flash Flood,0,0,10000
3961,2010,San Bernardino,High Wind,0,0,2000
3964,2010,Trinity,Flood,0,0,1000000
3965,2010,Tuolumne,Flood,0,0,150000
3970,2010,Sierra,Flash Flood,0,0,20000
3971,2010,Sierra,Flash Flood,0,0,0
3973,2010,Sierra,Flash Flood,0,0,500000
3974,2010,Sonoma,Strong Wind,0,0,25000
3975,2010,San Bernardino,Landslide,0,0,0
3977,2010,San Bernardino,Heavy Rain,0,0,10000
3980,2010,Yuba,Winter Storm,0,0,0
3983,2010,Ventura,High Wind,0,0,0
3984,2010,Los Angeles,High Wind,0,0,0
3985,2010,San Diego,High Wind,0,0,0
3987,2010,Mono,Winter Storm,0,0,0
3988,2010,Tehama,Winter Storm,0,0,0
3989,2010,Sierra,Heavy Snow,0,0,0
3995,2010,Riverside,High Wind,0,0,0
3996,2010,Inyo,Heavy Snow,0,0,0
3997,2010,Shasta,Winter Storm,0,0,0
3998,2010,Placer,Winter Storm,0,0,0
3999,2010,Tehama,Winter Storm,0,0,0
4000,2010,Siskiyou,Heavy Snow,0,0,0
4001,2010,Siskiyou,Frost/Freeze,0,0,0
4003,2010,Santa Clara,Strong Wind,0,0,20000
4004,2010,Mono,High Wind,0,0,0
4006,2010,Inyo,High Wind,0,0,35000
4007,2010,Inyo,High Wind,0,0,20000
4008,2010,Riverside,High Wind,0,0,0
4009,2010,San Bernardino,High Wind,0,0,0
4010,2010,Siskiyou,Heavy Snow,0,0,0
4011,2010,San Bernardino,High Wind,0,0,0
4012,2010,San Diego,High Wind,0,0,0
4013,2010,San Bernardino,Strong Wind,0,0,1000
4014,2010,Monterey,Rip Current,1,1,0
4015,2010,Los Angeles,High Wind,0,0,0
4016,2010,Ventura,High Wind,0,0,0
4017,2010,Santa Barbara,High Wind,0,0,0
4018,2010,Siskiyou,Frost/Freeze,0,0,0
4019,2010,Siskiyou,Frost/Freeze,0,0,0
4021,2010,Shasta,Winter Storm,0,0,0
4024,2010,Tehama,Winter Storm,0,0,0
4025,2010,Yuba,Winter Storm,0,0,0
4026,2010,Yuba,Winter Weather,0,0,0
4027,2010,Siskiyou,Heavy Snow,0,0,0
4028,2010,Siskiyou,Heavy Snow,0,0,0
4029,2010,Sierra,Heavy Snow,0,0,0
4030,2010,Placer,Heavy Snow,0,0,0
4032,2010,Tehama,Winter Weather,0,0,0
4042,2010,Yolo,Tornado,0,0,2000
4043,2010,Tehama,Winter Storm,0,0,0
4044,2010,Shasta,Winter Storm,0,0,0
4045,2010,Modoc,Heavy Snow,0,0,0
4048,2010,Siskiyou,Heavy Snow,0,0,0
4049,2010,Siskiyou,Heavy Snow,0,0,0
4050,2010,Siskiyou,Heavy Snow,0,0,0
4051,2010,Santa Cruz,Strong Wind,0,0,25000
4052,2010,Santa Cruz,Strong Wind,0,0,500000
4053,2010,Tehama,Winter Storm,0,0,0
4054,2010,Tehama,Winter Storm,0,0,0
4055,2010,Yuba,Winter Storm,0,0,0
4056,2010,Yuba,Winter Storm,0,0,0
4057,2010,Tuolumne,Flood,0,0,0
4058,2010,Siskiyou,Flash Flood,0,0,0
4059,2010,San Bernardino,High Wind,0,0,0
4061,2010,Modoc,Winter Weather,0,0,0
4062,2010,San Bernardino,Strong Wind,0,0,70000
4063,2010,Placer,Winter Weather,0,0,0
4064,2010,Shasta,Winter Storm,0,0,0
4067,2010,Siskiyou,Heavy Snow,0,0,0
4069,2010,Siskiyou,Heavy Snow,0,0,0
4070,2010,Siskiyou,Heavy Snow,0,0,0
4075,2010,Shasta,Winter Storm,0,0,0
4076,2010,Tehama,Winter Storm,0,0,0
4077,2010,Siskiyou,Heavy Snow,0,0,0
4078,2010,Shasta,Winter Storm,0,0,0
4079,2010,Riverside,High Wind,0,0,0
4085,2010,Placer,Winter Storm,0,0,0
4086,2010,Sierra,Heavy Snow,0,0,0
4087,2010,Inyo,Heavy Snow,0,0,0
4088,2010,Mono,Winter Storm,0,0,0
4089,2010,Santa Cruz,Strong Wind,0,0,25000
4090,2010,Tehama,Winter Storm,0,0,0
4091,2010,Yuba,Winter Weather,0,0,0
4092,2010,Yuba,Winter Storm,0,0,0
4093,2010,Tehama,Winter Storm,0,0,0
4094,2010,Tehama,Winter Weather,0,0,0
4095,2010,Tehama,Winter Storm,0,0,0
4096,2010,Shasta,Winter Storm,0,0,0
4097,2010,Modoc,Heavy Snow,0,0,0
4098,2010,Shasta,Winter Storm,0,0,0
4099,2010,Santa Cruz,Strong Wind,0,0,500000
4100,2010,Placer,Winter Weather,0,0,0
4101,2010,Modoc,Winter Weather,0,0,0
4103,2010,San Bernardino,High Wind,0,0,0
4104,2010,Siskiyou,Flash Flood,0,0,0
4105,2010,Tuolumne,Flood,0,0,0
4106,2010,Yuba,Winter Storm,0,0,0
4107,2010,Yuba,Winter Storm,0,0,0
4108,2010,Tehama,Winter Storm,0,0,0
4109,2010,San Bernardino,Strong Wind,0,0,70000
4111,2010,San Diego,High Wind,0,0,0
4112,2010,Los Angeles,High Wind,0,0,0
4113,2010,Mono,High Wind,0,0,0
4114,2010,Santa Clara,Strong Wind,0,0,20000
4117,2010,San Bernardino,Heavy Rain,0,0,10000
4118,2010,Los Angeles,Heavy Rain,0,0,15000
4119,2010,San Bernardino,Heavy Rain,0,0,30000
4120,2010,Santa Cruz,Strong Wind,0,0,15000
4122,2010,Sonoma,Strong Wind,0,0,75000
4124,2010,Yuba,Winter Storm,0,0,0
4125,2010,Tehama,Winter Storm,0,0,0
4127,2010,Sierra,Hail,0,0,0
4128,2010,Sierra,Thunderstorm Wind,0,0,0
4129,2010,Sierra,Heavy Rain,0,0,0
4130,2010,Sierra,Flood,0,0,5000
4131,2010,Sonoma,Strong Wind,0,0,10000
4132,2010,Inyo,High Wind,0,0,35000
4133,2010,Inyo,High Wind,0,0,20000
4134,2010,Riverside,High Wind,0,0,0
4135,2010,Ventura,High Wind,0,0,0
4138,2010,Yuba,Winter Storm,0,0,0
4139,2010,Tehama,Winter Storm,0,0,0
4140,2010,Siskiyou,Heavy Snow,0,0,0
4141,2010,Siskiyou,Heavy Snow,0,0,0
4142,2010,Siskiyou,Frost/Freeze,0,0,0
4143,2010,Siskiyou,Frost/Freeze,0,0,0
4144,2010,Siskiyou,Frost/Freeze,0,0,0
4145,2010,Santa Barbara,High Wind,0,0,0
4146,2010,Ventura,High Wind,0,0,0
4147,2010,Los Angeles,High Wind,0,0,0
4148,2010,Monterey,Rip Current,1,1,0
4149,2010,San Bernardino,Strong Wind,0,0,1000
4150,2010,San Diego,High Wind,0,0,0
4152,2010,San Bernardino,High Wind,0,0,0
4153,2010,San Bernardino,High Wind,0,0,0
4154,2010,Siskiyou,Heavy Snow,0,0,0
4155,2010,Riverside,Lightning,0,0,6000
4156,2010,Siskiyou,Heavy Snow,0,0,0
4157,2010,Placer,Heavy Snow,0,0,0
4159,2010,San Bernardino,High Wind,0,0,0
4160,2010,San Bernardino,High Wind,0,0,0
4161,2010,Riverside,High Wind,0,0,0
4162,2010,Inyo,High Wind,0,0,20000
4163,2010,Inyo,High Wind,0,0,35000
4165,2010,Mono,High Wind,0,0,0
4166,2010,San Diego,High Wind,0,0,0
4167,2010,Santa Clara,Strong Wind,0,0,20000
4169,2010,San Bernardino,Heavy Rain,0,0,10000
4170,2010,Los Angeles,Heavy Rain,0,0,15000
4171,2010,San Bernardino,Heavy Rain,0,0,30000
4172,2010,Santa Cruz,Strong Wind,0,0,15000
4173,2010,Sonoma,Strong Wind,0,0,75000
4174,2010,Sonoma,Strong Wind,0,0,10000
4177,2010,Yuba,Winter Storm,0,0,0
4178,2010,San Bernardino,Strong Wind,0,0,1000
4179,2010,Los Angeles,High Wind,0,0,0
4180,2010,Placer,Winter Storm,0,0,0
4181,2010,Sierra,Heavy Snow,0,0,0
4182,2010,Mono,Winter Storm,0,0,0
4184,2010,San Diego,High Wind,0,0,0
4185,2010,Los Angeles,High Wind,0,0,0
4186,2010,Ventura,High Wind,0,0,0
4188,2010,Monterey,Rip Current,1,1,0
4190,2010,Tehama,Winter Storm,0,0,0
4191,2010,Siskiyou,Heavy Snow,0,0,0
4192,2010,Siskiyou,Heavy Snow,0,0,0
4193,2010,Siskiyou,Frost/Freeze,0,0,0
4194,2010,Siskiyou,Frost/Freeze,0,0,0
4195,2010,Siskiyou,Frost/Freeze,0,0,0
4196,2010,Santa Barbara,High Wind,0,0,0
4197,2010,Ventura,High Wind,0,0,0
4198,2010,Yuba,Winter Storm,0,0,0
4199,2010,Tehama,Winter Storm,0,0,0
4201,2010,Sierra,Hail,0,0,0
4202,2010,Santa Barbara,Thunderstorm Wind,0,0,75000
4203,2010,Riverside,Funnel Cloud,0,0,0
4204,2010,San Diego,Flood,0,0,10000
4207,2010,Mendocino,Flash Flood,0,0,0
4208,2010,Sierra,Flash Flood,0,0,0
4209,2010,Sierra,Flash Flood,0,0,0
4210,2010,San Diego,Hail,0,0,0
4212,2010,Sierra,Thunderstorm Wind,0,0,0
4217,2010,Yolo,Tornado,0,0,2000
4220,2010,Sierra,Lightning,0,1,0
4221,2010,San Diego,Flood,0,0,10000
4224,2010,Sierra,Thunderstorm Wind,0,0,0
4225,2010,Sierra,Heavy Rain,0,0,0
4226,2010,Sierra,Flood,0,0,5000
4227,2010,Riverside,Lightning,0,0,6000
4228,2010,Mendocino,Hail,0,0,0
4229,2010,Sierra,Flash Flood,0,0,5000
4230,2010,Sierra,Thunderstorm Wind,0,0,50000
4231,2010,Sierra,Hail,0,0,2000
4232,2010,Riverside,Landslide,0,0,40000
4233,2010,Sierra,Lightning,0,0,15000
4234,2010,Riverside,Lightning,0,0,8000
4243,2010,Sierra,Heavy Snow,0,0,0
4245,2010,Mendocino,Hail,0,0,0
4246,2010,Sierra,Thunderstorm Wind,0,0,50000
4247,2010,Ventura,High Wind,0,0,0
4248,2010,Los Angeles,High Wind,0,0,0
4249,2010,San Diego,High Wind,0,0,0
4251,2010,Mono,Winter Storm,0,0,0
4252,2010,Sierra,Heavy Snow,0,0,0
4253,2010,Placer,Winter Storm,0,0,0
4259,2010,Riverside,High Wind,0,0,0
4260,2010,Inyo,Heavy Snow,0,0,0
4261,2010,Shasta,Winter Storm,0,0,0
4262,2010,Tehama,Winter Storm,0,0,0
4263,2010,Shasta,Winter Storm,0,0,0
4268,2010,Tehama,Winter Storm,0,0,0
4270,2010,Inyo,High Wind,0,0,35000
4271,2010,Inyo,High Wind,0,0,20000
4272,2010,Riverside,High Wind,0,0,0
4273,2010,San Bernardino,High Wind,0,0,0
4274,2010,San Bernardino,High Wind,0,0,0
4276,2010,San Diego,High Wind,0,0,0
4277,2010,Yuba,Winter Storm,0,0,0
4278,2010,San Bernardino,Strong Wind,0,0,1000
4279,2010,Los Angeles,High Wind,0,0,0
4280,2010,Ventura,High Wind,0,0,0
4281,2010,Santa Barbara,High Wind,0,0,0
4282,2010,Siskiyou,Frost/Freeze,0,0,0
4283,2010,Siskiyou,Frost/Freeze,0,0,0
4284,2010,Siskiyou,Frost/Freeze,0,0,0
4285,2010,Siskiyou,Heavy Snow,0,0,0
4286,2010,Siskiyou,Heavy Snow,0,0,0
4287,2010,Monterey,Rip Current,1,1,0
4290,2010,Siskiyou,Heavy Snow,0,0,0
4291,2010,Siskiyou,Heavy Snow,0,0,0
4292,2010,Siskiyou,Heavy Snow,0,0,0
4293,2010,Sierra,Heavy Snow,0,0,0
4294,2010,Placer,Heavy Snow,0,0,0
4297,2010,Yolo,Tornado,0,0,2000
4299,2010,Yuba,Winter Weather,0,0,0
4310,2010,Yuba,Winter Storm,0,0,0
4311,2010,Tehama,Winter Storm,0,0,0
4312,2010,Tehama,Winter Weather,0,0,0
4313,2010,Siskiyou,Heavy Snow,0,0,0
4314,2010,Siskiyou,Heavy Snow,0,0,0
4315,2010,Santa Cruz,Strong Wind,0,0,25000
4316,2010,Santa Cruz,Strong Wind,0,0,500000
4317,2010,Tehama,Winter Storm,0,0,0
4318,2010,Tehama,Winter Storm,0,0,0
4319,2010,Yuba,Winter Storm,0,0,0
4320,2010,Yuba,Winter Storm,0,0,0
4321,2010,Tuolumne,Flood,0,0,0
4322,2010,Siskiyou,Flash Flood,0,0,0
4323,2010,San Bernardino,High Wind,0,0,0
4325,2010,Modoc,Winter Weather,0,0,0
4326,2010,San Bernardino,Strong Wind,0,0,70000
4327,2010,Placer,Winter Weather,0,0,0
4328,2010,Shasta,Winter Storm,0,0,0
4329,2010,Modoc,Heavy Snow,0,0,0
4330,2010,Shasta,Winter Storm,0,0,0
4331,2010,Tehama,Winter Storm,0,0,0
4332,2010,Mono,High Wind,0,0,0
4333,2010,Sierra,Flash Flood,0,0,5000
4334,2010,Santa Clara,Strong Wind,0,0,20000
4336,2010,Sierra,Flash Flood,0,0,0
4337,2010,Sierra,Flash Flood,0,0,0
4339,2010,Sierra,Lightning,0,1,0
4340,2010,Sierra,Thunderstorm Wind,0,0,0
4341,2010,Ventura,Winter Storm,0,0,0
4342,2010,Los Angeles,Winter Storm,0,0,0
4343,2010,Los Angeles,High Wind,0,0,0
4344,2010,Mendocino,Flash Flood,0,0,0
4345,2010,Los Angeles,High Wind,0,0,0
4346,2010,San Bernardino,High Wind,0,0,0
4347,2010,Los Angeles,High Wind,0,0,0
4349,2010,Los Angeles,High Wind,0,0,0
4350,2010,Santa Barbara,High Wind,0,0,0
4351,2010,Santa Barbara,High Wind,0,0,0
4352,2010,Inyo,High Wind,0,0,20000
4353,2010,Inyo,High Wind,0,0,0
4354,2010,Los Angeles,High Wind,0,0,0
4355,2010,San Bernardino,High Wind,0,0,0
4357,2010,San Diego,Flood,0,0,10000
4358,2010,Sierra,Hail,0,0,2000
4359,2010,Riverside,Landslide,0,0,40000
4360,2010,Sierra,Lightning,0,0,15000
4361,2010,Riverside,Lightning,0,0,8000
4372,2010,San Diego,Flood,0,0,10000
4373,2010,San Diego,Hail,0,0,0
4374,2010,Santa Barbara,Thunderstorm Wind,0,0,75000
4375,2010,Riverside,Funnel Cloud,0,0,0
4377,2010,Monterey,Strong Wind,0,0,20000
4378,2010,Santa Cruz,Coastal Flood,0,0,0
4379,2010,Riverside,High Wind,0,0,0
4380,2010,Siskiyou,Heavy Snow,0,0,0
4381,2010,Modoc,Heavy Snow,0,0,0
4382,2010,Sierra,Flash Flood,0,0,10000
4388,2010,Siskiyou,Heavy Snow,0,0,0
4389,2010,Siskiyou,Heavy Snow,0,0,0
4390,2010,Yuba,Winter Storm,0,0,0
4392,2010,Sonoma,Strong Wind,0,0,10000
4393,2010,Sonoma,Strong Wind,0,0,75000
4394,2010,Santa Cruz,Strong Wind,0,0,15000
4395,2010,San Bernardino,Heavy Rain,0,0,30000
4396,2010,Los Angeles,Heavy Rain,0,0,15000
4397,2010,San Bernardino,Heavy Rain,0,0,10000
4398,2010,Tehama,Winter Storm,0,0,0
4399,2010,Tehama,Winter Storm,0,0,0
4400,2010,Placer,Winter Storm,0,0,0
4401,2010,Sonoma,Strong Wind,0,0,45000
4402,2010,Contra Costa,Strong Wind,0,0,47000
4403,2010,San Francisco,Strong Wind,0,1,35000
4404,2010,Santa Cruz,Strong Wind,0,0,15000
4405,2010,San Bernardino,High Wind,0,0,0
4407,2010,Trinity,Flood,0,0,500000
4410,2010,Santa Barbara,Flood,0,0,75000
4411,2010,Tuolumne,Flood,0,0,125000
4412,2010,Santa Clara,Landslide,0,0,0
4413,2010,Inyo,Heavy Snow,0,0,0
4414,2010,Mono,Winter Storm,0,0,0
4415,2010,Monterey,Strong Wind,0,0,55000
4416,2010,Sonoma,Strong Wind,1,0,30000
4417,2010,Yuba,Winter Storm,0,0,0
4418,2010,Santa Cruz,Strong Wind,0,0,15000
4419,2010,Santa Cruz,High Wind,0,0,15000
4420,2010,Sonoma,Strong Wind,0,0,10000
4423,2010,Siskiyou,Heavy Snow,0,0,0
4426,2010,Inyo,High Wind,0,0,0
4427,2010,Inyo,High Wind,0,0,45000
4428,2010,Santa Barbara,High Wind,0,0,0
4429,2010,Ventura,High Wind,0,0,0
4430,2010,Los Angeles,High Wind,0,0,0
4431,2010,San Bernardino,Strong Wind,0,0,5000
4432,2010,San Bernardino,High Wind,0,0,0
4433,2010,San Bernardino,Strong Wind,0,0,5000
4434,2010,San Bernardino,High Wind,0,0,0
4435,2010,San Bernardino,High Wind,0,0,0
4438,2010,Riverside,High Wind,0,0,0
4439,2010,Inyo,High Wind,0,0,0
4440,2010,Inyo,High Wind,0,0,0
4441,2010,Inyo,High Wind,0,0,0
4442,2010,San Bernardino,High Wind,0,0,0
4443,2010,Inyo,High Wind,0,1,125000
4444,2010,Inyo,High Wind,0,0,0
4445,2010,Inyo,High Wind,0,0,0
4446,2010,Inyo,High Wind,0,0,0
4448,2010,Siskiyou,Frost/Freeze,0,0,0
4449,2010,Santa Barbara,High Wind,0,0,0
4450,2010,Yuba,Winter Weather,0,0,0
4451,2010,Tehama,Winter Weather,0,0,0
4453,2010,Yuba,Winter Weather,0,0,0
4454,2010,Tehama,Winter Weather,0,0,0
4455,2010,Siskiyou,Frost/Freeze,0,0,0
4456,2010,San Francisco,High Surf,2,0,25000
4457,2010,Siskiyou,Frost/Freeze,0,0,0
4459,2010,Siskiyou,Frost/Freeze,0,0,0
4460,2010,Inyo,High Wind,0,0,0
4461,2010,San Bernardino,Wildfire,0,0,0
4463,2010,Santa Barbara,High Wind,0,0,0
4464,2010,Ventura,High Wind,0,0,0
4465,2010,Los Angeles,High Wind,0,0,0
4466,2010,San Bernardino,High Wind,0,0,0
4467,2010,San Bernardino,High Wind,0,0,0
4468,2010,Ventura,High Wind,0,0,0
4469,2010,Inyo,High Wind,0,0,0
4470,2010,Yuba,Winter Storm,0,0,0
4472,2010,Los Angeles,Flood,0,0,12000
4473,2010,Inyo,High Wind,0,0,0
4475,2010,Shasta,Heavy Rain,0,0,10000
4476,2010,Inyo,High Wind,0,0,0
4477,2010,Inyo,Heavy Snow,0,0,0
4478,2010,Siskiyou,Heavy Snow,0,0,0
4479,2010,Siskiyou,Heavy Snow,0,0,0
4481,2010,Inyo,High Wind,0,0,0
4482,2010,Inyo,High Wind,0,0,0
4483,2010,Inyo,High Wind,0,0,0
4484,2010,Yuba,Winter Storm,0,0,0
4485,2010,Mono,Winter Weather,0,0,0
4486,2010,Inyo,High Wind,0,0,0
4487,2010,Tehama,Winter Storm,0,0,0
4488,2010,Riverside,High Wind,0,0,0
4489,2010,San Diego,High Wind,0,0,0
4490,2010,Santa Cruz,Strong Wind,0,0,25000
4491,2010,Inyo,High Wind,0,0,0
4492,2010,Los Angeles,Winter Storm,0,0,0
4493,2010,Tuolumne,Hail,0,0,0
4494,2010,Mono,High Wind,0,0,0
4495,2010,Placer,High Wind,0,0,0
4496,2010,Tehama,Winter Storm,0,0,0
4498,2010,Siskiyou,Heavy Snow,0,0,0
4499,2010,Siskiyou,Heavy Snow,0,0,0
4500,2010,Siskiyou,Heavy Snow,0,0,0
4505,2010,Inyo,High Wind,0,0,0
4508,2010,Trinity,Heavy Rain,0,0,0
4509,2010,Trinity,Heavy Rain,0,0,0
4510,2010,Tuolumne,Heavy Rain,0,0,0
4511,2010,Tuolumne,Funnel Cloud,0,0,0
4512,2010,Tuolumne,Lightning,0,0,200000
4513,2010,Ventura,Winter Storm,0,0,0
4514,2010,Los Angeles,High Wind,0,0,0
4515,2010,San Diego,Flood,0,0,0
